c
21
17586,6299,1210365967546
17611,6254,1210365967553
17605,6238,1210365967561
17580,6227,1210365967568
17516,6227,1210365967576
17436,6252,1210365967583
17325,6285,1210365967591
17197,6340,1210365967598
17047,6415,1210365967606
16903,6507,1210365967613
16764,6604,1210365967621
16658,6709,1210365967628
16594,6809,1210365967636
16592,6895,1210365967643
16653,6967,1210365967651
16783,7011,1210365967658
16969,7047,1210365967666
17200,7055,1210365967673
17453,7050,1210365967681
17705,7030,1210365967688
17939,6997,1210365967696
