b
47
18849,2369,1210365942756
18805,2344,1210365942764
18777,2355,1210365942771
18747,2389,1210365942779
18705,2441,1210365942786
18669,2527,1210365942794
18625,2644,1210365942801
18580,2785,1210365942809
18533,2946,1210365942816
18486,3120,1210365942824
18433,3295,1210365942831
18386,3458,1210365942839
18347,3600,1210365942846
18313,3711,1210365942854
18291,3791,1210365942861
18286,3832,1210365942869
18300,3838,1210365942876
18333,3813,1210365942884
18386,3760,1210365942891
18458,3691,1210365942899
18550,3614,1210365942906
18658,3533,1210365942914
18780,3456,1210365942922
18911,3392,1210365942929
19041,3345,1210365942937
19161,3317,1210365942944
19269,3317,1210365942952
19361,3336,1210365942959
19427,3381,1210365942967
19463,3439,1210365942974
19472,3514,1210365942982
19447,3600,1210365942989
19391,3694,1210365942997
19311,3791,1210365943004
19199,3885,1210365943012
19069,3982,1210365943019
18924,4068,1210365943027
18775,4143,1210365943034
18633,4207,1210365943042
18502,4254,1210365943049
18388,4292,1210365943057
18297,4306,1210365943064
18241,4312,1210365943072
18213,4298,1210365943079
18213,4279,1210365943087
18233,4254,1210365943094
18269,4223,1210365943102
