a
36
11398,3129,1210365928151
11351,3090,1210365928158
11312,3079,1210365928166
11254,3073,1210365928173
11190,3084,1210365928181
11112,3098,1210365928188
11040,3131,1210365928196
10962,3173,1210365928203
10893,3223,1210365928211
10834,3281,1210365928218
10795,3348,1210365928226
10770,3414,1210365928234
10770,3469,1210365928241
10790,3517,1210365928249
10829,3550,1210365928256
10884,3564,1210365928264
10956,3564,1210365928271
11031,3544,1210365928279
11112,3511,1210365928286
11187,3472,1210365928294
11256,3428,1210365928301
11317,3384,1210365928309
11362,3348,1210365928316
11390,3323,1210365928324
11401,3311,1210365928331
11401,3311,1210365928339
11390,3331,1210365928346
11370,3359,1210365928354
11351,3400,1210365928361
11329,3445,1210365928369
11312,3492,1210365928376
11301,3539,1210365928384
11301,3580,1210365928391
11309,3611,1210365928399
11320,3630,1210365928406
11334,3647,1210365928414
