delete
76
3372,7005,1242256848616
3394,6983,1242256848624
3355,7003,1242256848631
3294,7058,1242256848639
3197,7155,1242256848646
3077,7294,1242256848654
2933,7474,1242256848661
2766,7690,1242256848669
2586,7931,1242256848676
2394,8189,1242256848684
2205,8449,1242256848691
2019,8704,1242256848699
1852,8934,1242256848706
1708,9131,1242256848714
1591,9297,1242256848721
1503,9425,1242256848729
1455,9505,1242256848736
1450,9541,1242256848744
1491,9530,1242256848751
1578,9469,1242256848759
1714,9361,1242256848766
1891,9217,1242256848774
2111,9034,1242256848781
2366,8823,1242256848789
2647,8599,1242256848797
2933,8377,1242256848804
3211,8169,1242256848812
3469,7989,1242256848819
3685,7851,1242256848827
3855,7754,1242256848834
3966,7718,1242256848842
4010,7734,1242256848849
3991,7809,1242256848857
3910,7934,1242256848864
3772,8108,1242256848872
3588,8319,1242256848879
3377,8554,1242256848887
3144,8801,1242256848894
2916,9045,1242256848902
2702,9278,1242256848909
2516,9477,1242256848917
2372,9644,1242256848924
2277,9771,1242256848932
2230,9854,1242256848939
2241,9898,1242256848947
2308,9898,1242256848954
2422,9857,1242256848962
2588,9779,1242256848969
2791,9677,1242256848977
3016,9555,1242256848984
3263,9411,1242256848992
3519,9272,1242256849000
3758,9131,1242256849007
3980,9009,1242256849015
4171,8909,1242256849022
4327,8832,1242256849030
4438,8790,1242256849037
4513,8779,1242256849045
4535,8809,1242256849052
4519,8870,1242256849060
4466,8965,1242256849067
4380,9078,1242256849075
4274,9214,1242256849082
4155,9361,1242256849090
4033,9508,1242256849097
3916,9646,1242256849105
3822,9765,1242256849112
3752,9857,1242256849120
3719,9923,1242256849127
3735,9957,1242256849135
3797,9937,1242256849142
3916,9885,1242256849150
4085,9790,1242256849157
4296,9663,1242256849165
4546,9499,1242256849172
4824,9317,1242256849180
