d
49
9676,8721,1210365981350
9590,8663,1210365981358
9534,8638,1210365981365
9471,8624,1210365981373
9398,8624,1210365981380
9312,8635,1210365981388
9229,8674,1210365981395
9135,8732,1210365981403
9040,8826,1210365981410
8943,8934,1210365981418
8857,9064,1210365981425
8773,9197,1210365981433
8712,9328,1210365981440
8671,9447,1210365981448
8657,9544,1210365981455
8679,9602,1210365981463
8732,9613,1210365981470
8812,9585,1210365981478
8923,9513,1210365981485
9048,9414,1210365981493
9193,9280,1210365981500
9346,9117,1210365981508
9493,8934,1210365981515
9640,8729,1210365981523
9784,8516,1210365981531
9918,8300,1210365981538
10040,8078,1210365981546
10143,7862,1210365981553
10226,7657,1210365981561
10295,7474,1210365981568
10334,7319,1210365981576
10351,7199,1210365981583
10334,7133,1210365981591
10287,7119,1210365981598
10218,7163,1210365981606
10126,7271,1210365981613
10015,7446,1210365981621
9882,7679,1210365981628
9746,7950,1210365981636
9607,8247,1210365981643
9482,8546,1210365981651
9371,8832,1210365981658
9282,9089,1210365981666
9221,9303,1210365981673
9176,9455,1210365981681
9168,9555,1210365981688
9182,9596,1210365981696
9212,9596,1210365981703
9251,9569,1210365981711
