e
35
17847,3990,1210365994987
17852,3968,1210365994995
17877,3968,1210365995002
17927,3968,1210365995010
17989,3965,1210365995017
18072,3965,1210365995025
18169,3965,1210365995032
18291,3957,1210365995040
18416,3943,1210365995047
18541,3918,1210365995055
18661,3888,1210365995063
18763,3852,1210365995070
18844,3805,1210365995078
18905,3752,1210365995085
18938,3691,1210365995093
18930,3625,1210365995100
18888,3561,1210365995108
18811,3497,1210365995115
18700,3445,1210365995123
18552,3411,1210365995130
18380,3406,1210365995138
18188,3431,1210365995145
17989,3494,1210365995153
17797,3591,1210365995160
17627,3724,1210365995168
17500,3882,1210365995175
17425,4051,1210365995183
17416,4212,1210365995190
17483,4356,1210365995198
17616,4473,1210365995205
17822,4556,1210365995213
18077,4600,1210365995220
18375,4608,1210365995228
18686,4586,1210365995235
18988,4539,1210365995243
