box
109
3152,11198,1210366016149
3136,11334,1210366016156
3116,11436,1210366016164
3086,11556,1210366016172
3055,11700,1210366016179
3022,11855,1210366016187
2988,12018,1210366016194
2952,12182,1210366016202
2922,12340,1210366016209
2888,12487,1210366016217
2858,12614,1210366016224
2833,12731,1210366016232
2813,12830,1210366016239
2797,12913,1210366016247
2786,12983,1210366016254
2786,13035,1210366016262
2791,13080,1210366016269
2813,13116,1210366016277
2844,13146,1210366016284
2897,13168,1210366016292
2966,13182,1210366016299
3052,13191,1210366016307
3155,13196,1210366016314
3283,13196,1210366016322
3427,13191,1210366016329
3591,13179,1210366016337
3766,13174,1210366016344
3958,13168,1210366016352
4149,13166,1210366016359
4349,13163,1210366016367
4549,13168,1210366016375
4752,13177,1210366016382
4949,13191,1210366016390
5144,13204,1210366016397
5335,13213,1210366016405
5527,13224,1210366016412
5713,13229,1210366016420
5899,13229,1210366016427
6079,13229,1210366016435
6252,13227,1210366016442
6416,13215,1210366016450
6566,13207,1210366016457
6702,13202,1210366016465
6818,13193,1210366016472
6918,13185,1210366016480
6996,13179,1210366016487
7057,13177,1210366016495
7099,13171,1210366016502
7127,13163,1210366016510
7143,13149,1210366016517
7152,13127,1210366016525
7152,13099,1210366016532
7152,13058,1210366016540
7152,13008,1210366016547
7152,12941,1210366016555
7152,12864,1210366016562
7154,12775,1210366016570
7165,12672,1210366016578
7177,12570,1210366016585
7193,12456,1210366016593
7218,12337,1210366016600
7243,12210,1210366016608
7277,12079,1210366016615
7315,11944,1210366016623
7357,11808,1210366016630
7401,11669,1210366016638
7446,11533,1210366016645
7490,11406,1210366016653
7532,11287,1210366016660
7568,11179,1210366016668
7601,11084,1210366016675
7626,11001,1210366016683
7646,10927,1210366016690
7665,10871,1210366016698
7671,10818,1210366016705
7679,10774,1210366016713
7671,10741,1210366016720
7660,10708,1210366016728
7640,10683,1210366016735
7613,10666,1210366016743
7571,10652,1210366016750
7518,10641,1210366016758
7454,10638,1210366016765
7379,10638,1210366016773
7288,10644,1210366016781
7188,10649,1210366016788
7068,10655,1210366016796
6935,10666,1210366016803
6790,10677,1210366016811
6621,10697,1210366016818
6435,10713,1210366016826
6229,10735,1210366016833
6005,10769,1210366016841
5763,10796,1210366016848
5516,10832,1210366016856
5257,10866,1210366016863
4991,10902,1210366016871
4727,10935,1210366016878
4463,10965,1210366016886
4205,10988,1210366016893
3958,11010,1210366016901
3724,11029,1210366016908
3502,11043,1210366016916
3297,11057,1210366016923
3116,11073,1210366016931
2949,11084,1210366016938
2813,11096,1210366016946
2702,11096,1210366016953
2619,11093,1210366016961
