Or_Left
32
19974,6174,1243461582025
19974,6174,1243461582032
19966,6191,1243461582040
19966,6213,1243461582047
19966,6246,1243461582055
19977,6290,1243461582062
19991,6349,1243461582070
20019,6421,1243461582078
20055,6496,1243461582085
20097,6584,1243461582093
20149,6681,1243461582100
20199,6784,1243461582108
20252,6895,1243461582115
20299,7011,1243461582123
20344,7127,1243461582130
20377,7252,1243461582138
20394,7382,1243461582145
20394,7510,1243461582153
20380,7643,1243461582160
20349,7776,1243461582168
20302,7906,1243461582175
20244,8039,1243461582183
20174,8169,1243461582190
20097,8288,1243461582198
20019,8397,1243461582205
19941,8491,1243461582213
19872,8579,1243461582220
19802,8646,1243461582228
19744,8704,1243461582235
19702,8746,1243461582243
19669,8776,1243461582250
19647,8798,1243461582258
