Or_RightBottom
31
20074,4631,1243461653938
20066,4644,1243461653946
20074,4644,1243461653953
20091,4644,1243461653961
20119,4639,1243461653968
20158,4636,1243461653976
20208,4625,1243461653984
20274,4617,1243461653991
20352,4603,1243461653999
20455,4586,1243461654006
20569,4564,1243461654014
20708,4545,1243461654021
20860,4517,1243461654029
21030,4489,1243461654036
21221,4456,1243461654044
21430,4423,1243461654051
21649,4381,1243461654059
21880,4337,1243461654066
22113,4292,1243461654074
22349,4245,1243461654081
22577,4195,1243461654089
22785,4143,1243461654096
22968,4090,1243461654104
23127,4043,1243461654111
23254,3996,1243461654119
23351,3949,1243461654126
23415,3907,1243461654134
23451,3866,1243461654141
23468,3827,1243461654149
23468,3796,1243461654156
23457,3771,1243461654164
