Bubble
47
19522,5296,1243463909553
19616,5152,1243463909561
19647,5071,1243463909568
19660,4988,1243463909576
19660,4916,1243463909583
19641,4847,1243463909591
19602,4797,1243463909598
19533,4758,1243463909606
19447,4755,1243463909613
19333,4780,1243463909621
19199,4852,1243463909628
19049,4955,1243463909636
18897,5107,1243463909643
18744,5293,1243463909651
18602,5515,1243463909658
18480,5747,1243463909666
18388,5980,1243463909673
18333,6202,1243463909681
18322,6407,1243463909688
18352,6576,1243463909696
18433,6703,1243463909703
18550,6775,1243463909711
18713,6800,1243463909719
18902,6778,1243463909726
19119,6720,1243463909734
19344,6629,1243463909741
19569,6507,1243463909749
19788,6365,1243463909756
19985,6210,1243463909764
20163,6049,1243463909771
20296,5891,1243463909779
20391,5742,1243463909786
20441,5603,1243463909794
20444,5481,1243463909801
20391,5379,1243463909809
20299,5296,1243463909816
20166,5232,1243463909824
19997,5190,1243463909831
19813,5160,1243463909839
19622,5138,1243463909846
19436,5124,1243463909854
19272,5104,1243463909861
19138,5071,1243463909869
19044,5038,1243463909876
18997,4985,1243463909884
18991,4935,1243463909891
19016,4880,1243463909899
